Date,Current Red-Phase: Aksum (A),Current White-Phase: Aksum (A),Current Blue-Phase: Aksum (A),Current Red-Phase: Maps (A),Current White-Phase: Maps (A),Current Blue-Phase: Maps (A),Current Red-Phase: Songhai (A),Current White-Phase: Songhai (A),Current Blue-Phase: Songhai (A)
27/10/2019 23:00,40.5,26.4,23.2,38.6,32.6,21,26.1,24.2,9.9
28/10/2019 00:00,39.2,24.5,22.9,35.2,29,16.2,29.5,27.7,12.8
28/10/2019 01:00,34.7,23.9,22.3,35.2,29.7,17.2,29,25.3,13.3
28/10/2019 02:00,33.5,22.9,21.4,35.2,25.9,15.4,26.9,20.2,9.8
28/10/2019 03:00,27.7,18,16.6,30.9,23,14.2,35.7,29.8,20.8
28/10/2019 04:00,58.6,47.9,48,30.7,23.5,15.2,34.8,29.8,21.2
28/10/2019 05:00,39.3,29.9,29.9,31.8,24,16.5,34.3,30.2,20.1
28/10/2019 06:00,27.4,16.9,15.6,30.7,23.6,14.9,27.7,25,13.4
28/10/2019 07:00,32.4,21.6,21.7,28,20.1,10.9,21.5,18.4,7.8
28/10/2019 08:00,19.6,9.8,8.2,30.4,23.9,12.8,22.5,18.7,7.9
28/10/2019 09:00,20.7,9.6,9.2,31.6,26.4,16.4,19.9,14.9,4.3
28/10/2019 10:00,22.8,13.5,13.1,35.5,31.3,20.5,17.6,13.6,1.9
28/10/2019 11:00,26,16.6,13.8,37,28.9,18.4,17.6,13.9,2
28/10/2019 12:00,28.2,14,9.7,36.4,27.6,20.3,17.2,16.3,3.2
28/10/2019 13:00,34.9,16.2,15.7,42.4,34.5,23.4,17.2,15,4.7
28/10/2019 14:00,23.7,12.7,12.6,39.5,29.5,19,22.5,13.6,6.2
28/10/2019 15:00,36.5,21,20.5,42.8,44.6,34,18.3,13.9,4
28/10/2019 16:00,53.3,40.3,40.8,39,27.5,18.2,17.2,14.4,2.6
28/10/2019 17:00,28,13.5,12.4,38.6,30.8,20.8,20.3,14.8,3.2
28/10/2019 18:00,31.4,18,16.6,35.6,27.6,18.7,24.1,22.1,12.2
28/10/2019 19:00,48.6,34,32.9,34.7,28.4,21,30.8,26.2,12.4
28/10/2019 20:00,67.6,63.4,63.6,40.9,33.9,22.4,28.1,26.6,11
28/10/2019 21:00,52.7,26.1,25.1,44.3,36.2,27.5,42.7,38.5,23.7
28/10/2019 22:00,54.7,43.5,40.1,37.7,33.1,19.5,42.7,37.3,23.1
28/10/2019 23:00,47,34.4,32.2,41.3,33.4,22.7,40.9,37,24.1
29/10/2019 00:00,38.4,30.9,29.3,41.4,34,21.1,37.9,35.6,25.7
29/10/2019 01:00,56.5,46.1,44.1,34.9,29.7,19.2,36.4,35,22.9
29/10/2019 02:00,66.9,55.4,55.3,32.1,28.3,16.9,24.7,22.6,12.3
29/10/2019 03:00,34.5,24.6,24.4,32.1,24.8,16.9,21.1,18.5,8.1
29/10/2019 04:00,27.9,18.2,18.5,31.7,24.8,18,20.8,19,8.2
29/10/2019 05:00,27.5,17.8,19.2,33.7,27.3,20.2,21.2,18.9,7.8
29/10/2019 06:00,24.7,15.1,15.2,32.2,26.1,16.5,20.4,17.4,6.8
29/10/2019 07:00,51.6,39.3,41,29,22.9,13.2,20.4,17.3,7.2
29/10/2019 08:00,21.5,10.1,10.6,35.2,28.9,19.9,31,25.3,15.6
29/10/2019 09:00,23,9.4,9.2,35.4,29.6,20.2,28.6,22.6,12.5
29/10/2019 10:00,25.8,12.4,14.5,37.5,31.4,22.2,17.4,14.6,3.5
29/10/2019 11:00,23.2,9.4,9.7,42.9,38.8,30.7,20.3,18.8,6.8
29/10/2019 12:00,43.4,24.7,26.1,48.3,41.6,34.5,20.7,19.1,7.3
29/10/2019 13:00,41.3,22.7,26.1,51.4,40.7,29.9,22.1,17.7,8.8
29/10/2019 14:00,23.7,9.4,9.1,44,38.4,25.2,18,13.7,3
29/10/2019 15:00,22.6,9.3,9.2,40.1,34.2,23.3,17.2,13.1,2.3
29/10/2019 16:00,21.4,9.1,10.7,36.7,26.9,17.7,17,12.8,2.6
29/10/2019 17:00,23.5,9.8,10.3,35.3,26.7,16.9,16.1,12.4,2.5
29/10/2019 18:00,55.9,36.7,38.3,32.4,27.7,17.8,25.7,22.4,12.6
29/10/2019 19:00,35.9,17.1,15,39.2,36.7,21.2,29.3,19.4,9.2
29/10/2019 20:00,45.3,27.3,25.1,43.8,34.9,18,38,31.7,19.5
29/10/2019 21:00,55.1,34.3,35,45.6,36.6,15.5,41.5,39.9,26.3
29/10/2019 22:00,57.6,44,43.3,41,43.4,22.2,40.1,40.7,27.1
29/10/2019 23:00,47.8,38.7,35.2,42.7,35.8,21.5,47.2,45.7,30.1
30/10/2019 00:00,35.2,24.1,23.6,37.9,31.6,19,43.3,40.2,26.6
30/10/2019 01:00,34.5,24.2,23.9,37.8,29.3,18.6,31.6,29.9,17.5
30/10/2019 02:00,58.2,47.9,48.2,34.6,28.5,17.1,24.8,22.5,11.4
30/10/2019 03:00,31.6,22.7,22.5,34.2,27,17.1,21.5,18.6,8.5
30/10/2019 04:00,44.5,34.4,34.5,34.6,26.7,18.7,21.1,17.8,8.4
30/10/2019 05:00,30.7,20.7,21.3,32.7,24.4,17.2,20.6,17.3,7.5
30/10/2019 06:00,28,16.2,16.2,31,23.5,15.3,20.8,17.2,6.2
30/10/2019 07:00,35.9,24.3,25.2,32.2,24.2,18.8,22.8,19,9.2
30/10/2019 08:00,33.8,22.4,22.7,36.6,29.9,19.3,34.9,30.6,19.6
30/10/2019 09:00,21.4,9.8,9.7,34.6,25.8,18.2,27,24.7,14.8
30/10/2019 10:00,20.2,9.6,10.3,38.1,31.3,22.2,24.3,16,4.4
30/10/2019 11:00,22.6,16.3,10.3,38.4,37,23.7,15.9,14.3,4.4
30/10/2019 12:00,21.1,9.8,9.7,41.6,32.4,23.7,19.2,17.6,7.4
30/10/2019 13:00,37.1,23.6,23.6,40.3,31.4,22.1,18.3,12.3,2
30/10/2019 14:00,20.7,10.9,9.3,38.6,32.5,23.3,17.6,12.6,2.3
30/10/2019 15:00,20.7,8.7,8.4,35.2,28.3,19.7,15.3,13.3,3.4
30/10/2019 16:00,19.7,8.7,7.7,34.4,26.3,19.4,18.1,12.4,2.5
30/10/2019 17:00,20,8.9,7.8,34.2,23.6,16.3,16.2,13.6,2.8
30/10/2019 18:00,27.1,10,9.3,36.7,28.4,18.1,18.3,15.4,3.2
30/10/2019 19:00,29,11,15.7,38.8,29.5,21,22.5,17.6,4.1
30/10/2019 20:00,38.9,16.2,16.1,42,29,17.6,23.4,16.7,8
30/10/2019 21:00,40.6,24.8,24.5,42.1,33.3,24.6,25.5,19.9,7.8
30/10/2019 22:00,49.1,37.1,43.9,47,38.9,24.9,24,22.8,6.2
30/10/2019 23:00,26.5,16.2,16.8,40.6,34.3,21.9,21.4,22.7,8.4
31/10/2019 00:00,50.6,37.9,37.5,37.9,33.2,20.5,22.6,21.5,9.8
31/10/2019 01:00,44,36.1,34.6,31.1,24,14.8,23,23.3,12.4
31/10/2019 02:00,33.6,24.5,23.9,34.2,25.3,17.9,20.5,17.4,6.7
31/10/2019 03:00,32,23.3,23.6,30.8,21.8,14.6,28.9,25.8,15.9
31/10/2019 04:00,60,51.2,50.8,30.1,21.5,14.8,33.7,31.3,21.9
31/10/2019 05:00,44.7,35.6,35.7,30,21.9,14.6,33.1,31.4,21
31/10/2019 06:00,28.8,19.1,17.8,27.1,18.7,11.3,27.6,25.1,15
31/10/2019 07:00,28.6,17.2,17.7,28.9,20.3,11.4,18.3,16.2,6.9
31/10/2019 08:00,18.6,7.7,8.1,31.4,22.8,14.8,25.4,21.8,11.6
31/10/2019 09:00,19.6,7.2,9.7,35.3,25.5,17.9,27,24.8,14.1
31/10/2019 10:00,19.3,6.2,9.3,34.9,25.7,18.8,21.8,16.6,5.2
31/10/2019 11:00,20.5,10.7,13,36.2,32.5,22.8,22,16.2,4.3
31/10/2019 12:00,24.1,11.4,12.6,41.1,34.4,26.3,17.4,13.5,2.3
31/10/2019 13:00,22.1,8.9,9,44.2,34.2,25.7,17.3,13.9,3.1
31/10/2019 14:00,18.7,10.4,8.9,49.8,34.7,26.6,17.8,14.7,2.6
31/10/2019 15:00,20.8,8.6,8.2,39.6,27,19.1,22.3,15.6,5.7
31/10/2019 16:00,19.7,8.5,8.6,36.9,28,18.3,20.3,12.9,2.4
31/10/2019 17:00,21.8,8.3,8.4,34.6,26.6,16.5,18.1,16.1,3.7
31/10/2019 18:00,21.1,9.5,11.8,33.2,25.5,16.6,19.2,18.2,7.7
31/10/2019 19:00,22.6,9.6,9.1,34.9,26.7,19.1,21.9,16.8,6.2
31/10/2019 20:00,22.4,9.4,9.2,36.5,27.7,16.7,20.3,21.5,4.9
31/10/2019 21:00,23.4,10.4,9.7,36.4,27.4,16.9,22.3,22.5,7.2
31/10/2019 22:00,28.8,13.9,13,40.2,33,21.3,23.6,21.3,6.8
31/10/2019 23:00,28.1,14.5,13.3,37.3,32.1,19.2,27.4,26.3,12.4
01/11/2019 00:00,22.9,14.7,11.7,34.4,28.2,17,24.7,22,8.7
01/11/2019 01:00,25.3,16,15.1,39.6,33.5,22.3,24.2,20.2,8.6
01/11/2019 02:00,20.4,11,9.6,38.7,33.2,20.5,23.9,21.2,9.9
01/11/2019 03:00,19.9,9.5,9,32.9,25.3,15.9,33.7,32,21.1
01/11/2019 04:00,19.5,8.9,8.4,31.2,24.6,15.8,33.3,30.7,20.6
01/11/2019 05:00,19.6,8.6,8,28.5,20.7,14,33.1,30.5,20.1
01/11/2019 06:00,19.9,8.8,7.5,29.3,21,15,26.8,23.4,12.6
01/11/2019 07:00,20.3,8.2,7.8,26,17.3,10.6,20.1,17.8,6.7
01/11/2019 08:00,22.9,7.8,8,28.9,20.9,12.7,21.1,19.2,7.6
01/11/2019 09:00,19.8,6.7,8.6,31.5,23.3,14,24.3,24.8,13.5
01/11/2019 10:00,22,9.2,8.7,30.5,22.8,13.7,20.6,16.8,5.2
01/11/2019 11:00,23.9,10,10.6,37.2,28.9,20.9,23.2,20.6,8.6
01/11/2019 12:00,25.5,11.6,12.2,36.4,28.2,22.3,17.4,14.1,2.3
01/11/2019 13:00,21,8.3,8.5,39.3,30.7,22.7,19,14.3,2
01/11/2019 14:00,20.4,8.2,8.5,41.2,33.6,25.7,19.8,14.3,2.9
01/11/2019 15:00,19.5,9,8.8,45.4,36,26.9,16.1,13.5,2
01/11/2019 16:00,28.3,8.8,8,37.2,28.3,18.9,15.5,13.8,2.3
01/11/2019 17:00,27.3,8.8,9.3,39,30.3,20.8,16.5,14.8,2.9
01/11/2019 18:00,22.2,10.2,9.2,42.3,33.9,27.5,18.1,14.4,3.4
01/11/2019 19:00,23.1,10.9,9.5,38,30.8,20.1,22.2,18.7,6.1
01/11/2019 20:00,27.2,10.9,12,35.5,27.3,16.4,27.7,18.5,6.5
01/11/2019 21:00,27,11.5,9.7,34.7,27.3,14.6,29.3,22.6,9.4
01/11/2019 22:00,24.4,13.5,9.5,36.5,30.9,18.6,32.3,28,14.8
01/11/2019 23:00,26.3,13.3,9.9,34.9,29.5,18.7,25.3,24.5,10.6
02/11/2019 00:00,22.7,11.8,9,39.9,32.8,21.8,35.9,34.5,21.9
02/11/2019 01:00,19.8,11.3,10.5,36.4,30.8,20.7,39.9,41.6,27.9
02/11/2019 02:00,19,10.4,9.4,35,29.8,21.3,37.1,35.2,22.6
02/11/2019 03:00,19,9.8,9.2,34,25.9,18.5,31.2,28.5,17.6
02/11/2019 04:00,18.8,9.6,8.4,32.6,28.7,19.7,28.8,25.7,14.8
02/11/2019 05:00,18.1,9,7.7,35.5,31.4,21.3,22.2,18.7,8.1
02/11/2019 06:00,18,8.8,6.7,29.5,22,14.1,23.9,20.6,10
02/11/2019 07:00,18.4,8.7,7.6,29.4,20.3,12.9,19.8,18.3,8.7
02/11/2019 08:00,17.7,8.1,8.4,27.5,18.7,10.8,22.9,19.7,9.2
02/11/2019 09:00,18.5,7.5,7.5,14.7,10.4,6.6,18.9,16.1,4.5
02/11/2019 10:00,20.8,8.1,7.3,14.6,10.8,8.3,17.6,13.6,1.9
02/11/2019 11:00,21.3,8.6,7.4,34.6,26.5,18.9,18.6,13.7,2.1
02/11/2019 12:00,20.7,8.5,7.6,38.3,28.9,19.6,18,14.1,2.2
02/11/2019 13:00,20.9,11.6,12.1,42.7,34.3,26.2,21.1,13.4,2.3
02/11/2019 14:00,21.1,9.1,9.4,43.4,32.5,26.2,18.1,13.7,2.9
02/11/2019 15:00,20.3,11.5,10.4,47.9,34.5,25.5,20.3,14,3.7
02/11/2019 16:00,27.9,13.8,12,43,33.1,24.5,17.8,13.7,4.4
02/11/2019 17:00,26.3,14.1,15.8,50.5,40.4,28.9,18.4,14.6,3
02/11/2019 18:00,23,9.2,9.1,42.9,37.5,24.9,28.7,22.5,12.4
02/11/2019 19:00,27,12.9,12.8,43.6,35.6,29,40.3,33.6,19.9
02/11/2019 20:00,29.5,13.3,14.2,44,35.3,25.2,45.4,42.9,28.5
02/11/2019 21:00,29.2,14,15.7,48.6,38.2,28.7,46.1,43.7,31.5
02/11/2019 22:00,33.5,19,17.9,42.8,35.2,24.2,41,36.6,25.6
02/11/2019 23:00,29.8,13.2,12.4,42.8,37.2,24.5,35.4,32.3,22.3
03/11/2019 00:00,24.2,11.3,9.8,40.2,34.4,23.5,30,29.7,17.1
03/11/2019 01:00,23.3,12.9,10.4,35.9,27.8,17.9,29.8,28.2,15.7
03/11/2019 02:00,19,9.4,8.4,34.8,26.6,17.7,22.2,21.4,9.3
03/11/2019 03:00,18.7,8.3,8.5,33.1,24.5,16.4,21.1,19.6,8.3
03/11/2019 04:00,18.4,7.8,7.7,30.9,23.2,15.7,20.7,17.9,8.3
03/11/2019 05:00,17.8,7.8,7.2,34.2,34.5,26.6,21,17.8,8.5
03/11/2019 06:00,18.1,9.4,7.9,38.1,32.3,24.3,31.6,28.3,18.9
03/11/2019 07:00,22.1,11.3,10.5,36.1,34.8,18.5,32.5,29.9,20.7
03/11/2019 08:00,21.4,8.2,12.2,36.8,28.2,19.1,29.8,27.7,16.8
03/11/2019 09:00,17.7,9.2,10,35.1,26.2,18.7,31.2,24.6,14.6
03/11/2019 10:00,19.3,9.2,11.2,38.7,27,19.4,27.8,24.6,14.2
03/11/2019 11:00,25.6,8.9,12.3,35.6,25.8,18.3,18.5,15,4.4
03/11/2019 12:00,21,11.5,12.4,38,30.3,23.8,17.4,13.3,2.2
03/11/2019 13:00,26.6,12.5,12.1,39.5,31.9,22.7,23,14.1,1.9
03/11/2019 14:00,24.7,9.7,11.5,41.6,40.9,26,21,14.6,2.3
03/11/2019 15:00,22.2,11.8,13.5,38,35.1,20.5,16.5,14.8,2.5
03/11/2019 16:00,22.1,11.7,13.1,39,36.9,25.7,17.9,17.9,6
03/11/2019 17:00,24.9,16.6,17.1,40.5,30.7,23.8,20.3,16.6,6.2
03/11/2019 18:00,27.4,13.3,13.9,41.1,38.6,25.1,24.8,17.9,6.9
03/11/2019 19:00,43.9,14.7,15,42.8,38.2,25.8,28.2,22.4,10.8
03/11/2019 20:00,42.1,11.9,15.2,47.6,40.3,31.7,31.1,25.8,12.3
03/11/2019 21:00,28.6,10.4,12.4,46.2,43.4,35.5,29,25.2,11.5
03/11/2019 22:00,24.5,12,12.3,41.5,35.3,25.8,43.4,39,25.3
03/11/2019 23:00,24,15.5,13.5,46.1,45.3,31.2,44.9,42.6,29.5
04/11/2019 00:00,26.5,13.7,10.8,39.8,33.9,23.2,35.1,36.2,22.6
04/11/2019 01:00,21.1,10.3,8.4,44.8,41.5,30,34.1,31.6,20.2
04/11/2019 02:00,19.3,9.5,9,33.5,28.6,18.4,23.4,20.8,10.1
04/11/2019 03:00,18.5,9.3,8.2,33.2,26.8,18.3,24.7,22.4,11.7
04/11/2019 04:00,17.4,9.1,7.8,31.4,24.2,16.4,23.3,20.2,12.5
04/11/2019 05:00,17.7,9.9,8.7,32.2,25.5,17.6,22.4,18.2,8.6
04/11/2019 06:00,18.1,10.3,7.7,32,26.1,16.8,33.4,28.3,19.7
04/11/2019 07:00,23.9,15.3,14.1,33.1,26.3,17.3,30.7,25.8,17.4
04/11/2019 08:00,18.4,9.2,7.7,35.6,28.7,20.1,30.3,25.1,15.2
04/11/2019 09:00,17.7,8.6,7.8,37.7,30,22.4,25.4,22.7,12.9
04/11/2019 10:00,22.4,13,12.1,39.9,31.8,24.5,19.8,16.4,6.3
04/11/2019 11:00,18.2,8.1,7.8,39.7,30.6,24.4,19.4,15.8,3.9
04/11/2019 12:00,27.4,11,11.9,39.7,33,26.5,16.1,15.5,3.2
04/11/2019 13:00,24,9.9,9.6,41.5,32.5,23.9,15.9,14.5,2.4
04/11/2019 14:00,75.1,63.2,64.1,39.2,33.2,24.7,18.6,13.9,2.5
04/11/2019 15:00,93,80,81.7,44.3,33.1,24.7,20.9,15.7,3.6
04/11/2019 16:00,47,33.8,34.5,49.6,32.7,25.4,18.4,14.3,3.5
04/11/2019 17:00,22.6,10.7,10.2,40.8,29.9,22.1,22.1,17.6,6.5
04/11/2019 18:00,26.7,10.1,11.4,39.3,30.1,21.9,18.3,15.4,4.5
04/11/2019 19:00,36.4,14.5,15.7,36.3,30.8,20.3,25.3,20,10.8
04/11/2019 20:00,32.1,11.6,14.9,38.4,34.1,23.3,31,29.3,17.5
04/11/2019 21:00,31.1,17.6,17.5,39.7,31.8,20.2,35.2,28.1,12.2
04/11/2019 22:00,25.7,13.8,15.4,37.7,31.1,19,25,21.7,8.5
04/11/2019 23:00,26.8,15.2,14.8,35.3,30.4,16.5,33.2,28.9,14.5
05/11/2019 00:00,23.9,11.7,13,35.5,28.6,16.8,38.6,37.1,25.1
05/11/2019 01:00,20.7,11.3,10.1,35.1,27.6,16.8,39.5,37.4,25.8
05/11/2019 02:00,21.5,11.5,10.8,33,25.8,17.4,36,33.8,24.2
05/11/2019 03:00,15.6,7.4,7.2,28.1,23.9,17.3,26.5,24.3,16.5
05/11/2019 04:00,15.5,7.3,7.2,29.2,24.5,18.1,19.4,17.7,8.5
05/11/2019 05:00,15,7.4,7,27.6,21.7,16.2,18.7,16.9,7.2
05/11/2019 06:00,16.5,7.7,6.7,27.2,22.3,14.9,19,17.2,6.6
05/11/2019 07:00,16.7,7.8,7.3,27.4,21.6,14.2,19.8,17.7,7.3
05/11/2019 08:00,20,12.8,10.4,36.1,29.1,22.4,27.6,23.3,13.7
05/11/2019 11:00,22.9,9.2,8.3,36.3,31.3,23,20.6,13.7,7.3
05/11/2019 12:00,19.6,8.3,7.8,37.2,31.4,23.4,16.8,13.2,4.2
05/11/2019 13:00,18.2,8.1,8.3,37.9,31.7,25.1,16.7,13.4,4.4
05/11/2019 14:00,21.2,9.3,8.4,37.1,31.1,22.7,17.3,13.2,5.1
05/11/2019 15:00,20,11,10.6,36.8,27.5,18.5,18.2,12.7,5
05/11/2019 16:00,20.2,10.3,11.4,37.8,30.6,21.8,17.9,12.4,2.9
05/11/2019 17:00,20.2,8.7,8.4,44.7,38.6,28.5,21.7,13,5
05/11/2019 18:00,20.8,8.9,9,38.4,28.4,18.6,19.1,15.1,3.3
05/11/2019 19:00,28,11,10.5,41.3,36.8,28.4,26.1,22.2,9.3
05/11/2019 20:00,33.9,13.3,12.4,41.3,37.1,24.5,24.6,22.8,10.4
05/11/2019 21:00,33.8,14.2,12.8,41.3,37.3,25,26.2,22.9,9.5
05/11/2019 22:00,35.6,13.7,16.2,36.6,33.4,22.1,36,28.8,16.6
05/11/2019 23:00,27.5,11.8,9.5,44.7,44.4,26.3,38.1,33.8,24
06/11/2019 00:00,25.7,11.2,10.2,35.5,31.3,18.4,44.2,43,28.4
06/11/2019 01:00,22.6,10.6,10.4,42,35.5,23.6,43,42,28.7
06/11/2019 02:00,21.1,10.5,9,35.8,31.1,19.6,37.1,34.8,22.9
06/11/2019 03:00,21.7,12.4,12,36.1,29.5,20.1,31.6,29.3,17.7
06/11/2019 04:00,26.1,15.8,15.6,31.8,26.5,17.7,25.6,22.9,12
06/11/2019 05:00,19,8.5,8.4,33.1,26.6,18.5,21.8,18.8,8.3
06/11/2019 06:00,20.2,8.4,7.9,32.6,26,17.1,21.5,18.3,6.9
06/11/2019 07:00,19.8,8.4,8.4,31.9,25.3,15.4,21.5,21,9.6
06/11/2019 08:00,20.8,9.8,9.9,34.7,27.7,18.3,25.1,20.9,9.1
06/11/2019 09:00,34.8,24.8,25.3,39.4,31.8,22.3,31.2,29,18.1
06/11/2019 10:00,77,64.3,65.5,38.9,32.3,23.1,19,13.1,2
06/11/2019 11:00,40.6,27.2,28,39.8,34.3,25,21.6,16.4,4.5
06/11/2019 12:00,97,82.7,84.7,37,30.9,21.7,29,24.9,11.3
06/11/2019 13:00,99.7,87.4,91.5,34.7,28.4,18.6,21.2,18.6,7.2
06/11/2019 14:00,98.8,86.1,86.7,41,31.6,21.4,20.5,16.6,4.2
06/11/2019 15:00,92.7,72.9,76.2,40.7,32.1,22.7,21,14,2.5
06/11/2019 16:00,84.7,66.4,70.6,37.1,29.2,20,19.4,14.4,2.4
06/11/2019 17:00,62.1,42.9,47.7,35.3,27,17.1,19.7,14.3,3.9
06/11/2019 18:00,53,37.7,39.2,38.2,32.8,20,18.4,20.5,8.3
06/11/2019 19:00,58.8,47.3,48.1,38.4,33.2,20.8,26.2,21.1,8.3
06/11/2019 20:00,68.4,57.1,54.5,39.4,39.7,22.7,43.1,32.9,20.2
06/11/2019 21:00,50.6,37,37.9,42.6,42.5,28.6,42.9,34.9,20
06/11/2019 22:00,62.6,43.1,42.8,44.6,35.4,23.6,37.9,32.9,21.5
06/11/2019 23:00,55.7,35.8,40,56.3,44.2,31.1,27.2,23.6,10.5
07/11/2019 00:00,33.6,19.9,20.3,41,32.2,19.8,28.9,24.6,10.6
07/11/2019 01:00,35.5,24.8,24.7,39.8,33.7,21.1,26.7,24.8,12.1
07/11/2019 02:00,28.4,18.7,19.4,41.4,36.3,24.8,24.6,21.2,9.9
07/11/2019 03:00,31.6,22.8,22.3,37.4,29.5,20,23.9,19.9,9.6
07/11/2019 04:00,26.6,17.3,17.3,34.4,26.2,18.1,30.1,25.4,16.2
07/11/2019 05:00,54.7,45,45.9,33.6,24.1,17.5,34.1,29.7,21
07/11/2019 06:00,41.3,31.3,30.1,31.1,21.9,14.7,29.5,25,14.8
07/11/2019 07:00,41.6,30.9,30.5,31.5,22.6,14.8,28.2,24.1,14.6
07/11/2019 08:00,32.9,23.7,23.3,31.8,23.5,15.8,26.3,21.8,11.2
07/11/2019 09:00,24.2,14.3,13.2,34.4,28.3,18.3,19.1,16.4,4.1
07/11/2019 10:00,21.8,9.7,9.5,38.1,29,20.8,18.4,14.3,2.1
07/11/2019 11:00,22.4,12.3,11.9,39,28.1,20.2,18.6,16.5,3.1
07/11/2019 12:00,31.8,16.7,15.5,44.7,30.4,21.4,20.6,18.2,5.3
07/11/2019 13:00,34.3,13.6,13.1,42.1,33.8,27.8,20.2,15.7,3.1
07/11/2019 14:00,32.4,12.7,12.2,43.7,33.9,26.9,20.4,14.9,3.9
07/11/2019 15:00,33.6,15.3,16.4,45,38.7,29.7,20.2,15.8,5.5
07/11/2019 16:00,26.1,11.2,10.2,42.2,35.2,25.5,19.1,16.1,7.3
07/11/2019 17:00,25.1,9.9,7,44,36.1,26.4,18.5,15.7,4.8
07/11/2019 18:00,33.2,20,18.7,44.4,35.5,24.2,18.7,14.8,3.6
07/11/2019 19:00,50,35.2,32.9,39.7,37.6,29.3,26.2,17.1,4.1
07/11/2019 20:00,70.8,50.1,51.3,46.5,43.4,30.5,29.8,23.3,12.3
07/11/2019 21:00,61.8,46.9,51.5,49.6,46.4,37.2,29.6,23.2,10.1
07/11/2019 22:00,50.2,35.8,35,47.9,38.7,25.7,29,26,14
07/11/2019 23:00,53.5,41.2,37.8,43,36.5,22.7,38.7,35,21.9
08/11/2019 00:00,45.3,27.2,24.6,42.1,36.6,22.3,40.5,36.6,25.5
08/11/2019 01:00,39.1,26.8,22.9,36.3,31.4,18.7,35.6,32.1,22
08/11/2019 02:00,37.7,21,17.3,36.5,30.1,17.9,29,25.2,15.1
08/11/2019 03:00,33.3,21.1,18.1,35.2,35.3,17.9,23.1,19.8,9.4
08/11/2019 04:00,30.3,19.8,17.2,34.6,28.2,18,22,19.5,9.1
08/11/2019 05:00,47.2,36,34.2,31.2,24.3,16,21.6,18.5,8.3
08/11/2019 12:00,26.4,15.5,14.2,46.8,38.4,27.7,19.2,13.8,3.6
08/11/2019 13:00,26.1,11.5,10.1,52.5,43.7,31.3,20.2,14,2.8
08/11/2019 14:00,30.6,20.4,15,38.5,32.7,24.8,14.1,12,2.6
08/11/2019 15:00,28.6,16.5,11.6,36.8,30.8,22.3,16.6,12.7,2.6
08/11/2019 16:00,19.4,8.5,11.9,35.9,30.2,21.8,18.1,13.8,2.4
08/11/2019 17:00,20.4,12.8,11.5,36.7,30.2,21.8,17.4,14.4,5.7
08/11/2019 18:00,33.7,24.5,20.1,37.1,27.2,18.7,19.3,13.5,3.9
08/11/2019 19:00,44.9,30.6,25.7,36.6,26.7,17.5,22.5,23.6,11.2
